FILEID,STUSAB,CHARITER,CIFSN,LOGRECNO,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006
UR1US,US,000,02,0164319,308,0,0,0,308,0
UR1US,US,000,02,0164323,545,0,0,0,545,0
UR1US,US,000,02,0164327,68,0,0,0,68,0
UR1US,US,000,02,0164331,851,0,0,0,851,0
UR1US,US,000,02,0164335,2150,0,0,0,2150,0
UR1US,US,000,02,0164339,13630,13275,13275,0,355,0
UR1US,US,000,02,0164343,4317,4229,0,4229,88,0
UR1US,US,000,02,0164347,1088,24,0,24,1064,0
UR1US,US,000,02,0164351,85,0,0,0,85,0
UR1US,US,000,02,0164355,368,0,0,0,368,0
UR1US,US,000,02,0164359,6715,6401,6401,0,314,0
UR1US,US,000,02,0164363,2756,336,0,336,2420,0
UR1US,US,000,02,0164367,335,0,0,0,335,0
UR1US,US,000,02,0164374,574,0,0,0,574,0
UR1US,US,000,02,0164378,519,0,0,0,519,0
UR1US,US,000,02,0164382,1996,0,0,0,1996,0
UR1US,US,000,02,0164386,430,0,0,0,430,0
UR1US,US,000,02,0164390,351,29,0,29,322,0
UR1US,US,000,02,0164394,517,0,0,0,517,0
UR1US,US,000,02,0164398,691,0,0,0,691,0
UR1US,US,000,02,0164402,570,0,0,0,570,0
UR1US,US,000,02,0164406,501,0,0,0,501,0
UR1US,US,000,02,0164410,1239,0,0,0,1239,0
UR1US,US,000,02,0164414,813,0,0,0,813,0
UR1US,US,000,02,0164418,621,0,0,0,621,0
UR1US,US,000,02,0164422,348,0,0,0,348,0
UR1US,US,000,02,0164426,25599,25326,0,25326,273,0
UR1US,US,000,02,0164430,609,39,0,39,570,0
UR1US,US,000,02,0164434,732,0,0,0,732,0
UR1US,US,000,02,0164438,466,0,0,0,466,0
UR1US,US,000,02,0164445,103,0,0,0,103,0
UR1US,US,000,02,0164449,114,0,0,0,114,0
UR1US,US,000,02,0164453,400,0,0,0,400,0
UR1US,US,000,02,0164457,292,0,0,0,292,0
UR1US,US,000,02,0164461,241,0,0,0,241,0
UR1US,US,000,02,0164465,100,0,0,0,100,0
UR1US,US,000,02,0164469,94,0,0,0,94,0
UR1US,US,000,02,0164473,108,0,0,0,108,0
UR1US,US,000,02,0164477,305,0,0,0,305,0
UR1US,US,000,02,0164481,765,0,0,0,765,0
UR1US,US,000,02,0164485,277,0,0,0,277,0
UR1US,US,000,02,0164489,174,0,0,0,174,0
UR1US,US,000,02,0164493,243,0,0,0,243,0
UR1US,US,000,02,0164497,5286,5097,0,5097,189,0
UR1US,US,000,02,0164501,396,26,0,26,370,0
UR1US,US,000,02,0164505,134,0,0,0,134,0
UR1US,US,000,02,0164509,161,0,0,0,161,0
UR1US,US,000,02,0164513,144,0,0,0,144,0
UR1US,US,000,02,0164517,77,0,0,0,77,0
UR1US,US,000,02,0164521,194,0,0,0,194,0
UR1US,US,000,02,0164525,118,0,0,0,118,0
UR1US,US,000,02,0164532,1412,0,0,0,1412,0
UR1US,US,000,02,0164536,203,0,0,0,203,0
UR1US,US,000,02,0164540,3240,3181,0,3181,59,0
UR1US,US,000,02,0164544,334,4,0,4,330,0
UR1US,US,000,02,0164548,213,0,0,0,213,0
UR1US,US,000,02,0164552,174,0,0,0,174,0
UR1US,US,000,02,0164556,164,0,0,0,164,0
UR1US,US,000,02,0164560,86,0,0,0,86,0
UR1US,US,000,02,0164564,97,0,0,0,97,0
UR1US,US,000,02,0164568,115,0,0,0,115,0
UR1US,US,000,02,0164572,152,0,0,0,152,0
UR1US,US,000,02,0164576,106,0,0,0,106,0
UR1US,US,000,02,0164580,128,0,0,0,128,0
UR1US,US,000,02,0164584,199,0,0,0,199,0
UR1US,US,000,02,0164588,93,0,0,0,93,0
UR1US,US,000,02,0164592,92,0,0,0,92,0
UR1US,US,000,02,0164596,759,0,0,0,759,0
UR1US,US,000,02,0164600,236,0,0,0,236,0
UR1US,US,000,02,0164604,151,0,0,0,151,0
UR1US,US,000,02,0164608,96,0,0,0,96,0
UR1US,US,000,02,0164612,88,0,0,0,88,0
UR1US,US,000,02,0164616,278,0,0,0,278,0
UR1US,US,000,02,0164620,254,0,0,0,254,0
UR1US,US,000,02,0164624,124,0,0,0,124,0
UR1US,US,000,02,0164628,171,0,0,0,171,0
UR1US,US,000,02,0164632,140,0,0,0,140,0
UR1US,US,000,02,0164636,88,0,0,0,88,0
UR1US,US,000,02,0164640,440,6,0,6,434,0
UR1US,US,000,02,0164644,150,0,0,0,150,0
UR1US,US,000,02,0164651,445,0,0,0,445,0
UR1US,US,000,02,0164655,497,0,0,0,497,0
UR1US,US,000,02,0164659,408,0,0,0,408,0
UR1US,US,000,02,0164663,856,0,0,0,856,0
UR1US,US,000,02,0164667,790,0,0,0,790,0
UR1US,US,000,02,0164671,585,0,0,0,585,0
UR1US,US,000,02,0164675,345,0,0,0,345,0
UR1US,US,000,02,0164679,759,0,0,0,759,0
UR1US,US,000,02,0164683,144,0,0,0,144,0
UR1US,US,000,02,0164687,681,0,0,0,681,0
UR1US,US,000,02,0164691,535,0,0,0,535,0
UR1US,US,000,02,0164695,541,0,0,0,541,0
UR1US,US,000,02,0164699,555,0,0,0,555,0
UR1US,US,000,02,0164703,500,0,0,0,500,0
UR1US,US,000,02,0164707,659,0,0,0,659,0
UR1US,US,000,02,0164711,348,0,0,0,348,0
UR1US,US,000,02,0164715,638,0,0,0,638,0
UR1US,US,000,02,0164719,662,0,0,0,662,0
UR1US,US,000,02,0164723,266,0,0,0,266,0
UR1US,US,000,02,0164727,490,0,0,0,490,0
UR1US,US,000,02,0164731,729,0,0,0,729,0
UR1US,US,000,02,0164735,642,0,0,0,642,0
UR1US,US,000,02,0164739,285,0,0,0,285,0
UR1US,US,000,02,0164743,829,0,0,0,829,0
UR1US,US,000,02,0164747,3458,3354,0,3354,104,0
UR1US,US,000,02,0164751,844,2,0,2,842,0
UR1US,US,000,02,0164755,508,0,0,0,508,0
UR1US,US,000,02,0164759,149,0,0,0,149,0
UR1US,US,000,02,0164763,662,0,0,0,662,0
UR1US,US,000,02,0164767,706,0,0,0,706,0
UR1US,US,000,02,0164771,2110,1995,0,1995,115,0
UR1US,US,000,02,0164775,627,29,0,29,598,0
UR1US,US,000,02,0164779,454,0,0,0,454,0
UR1US,US,000,02,0164783,2,0,0,0,2,0
UR1US,US,000,02,0164787,295,0,0,0,295,0
UR1US,US,000,02,0164791,656,0,0,0,656,0
UR1US,US,000,02,0164795,447,0,0,0,447,0
UR1US,US,000,02,0164799,111,0,0,0,111,0
UR1US,US,000,02,0164803,268,0,0,0,268,0
UR1US,US,000,02,0164807,409,0,0,0,409,0
UR1US,US,000,02,0164814,81,0,0,0,81,0
UR1US,US,000,02,0164818,589,0,0,0,589,0
UR1US,US,000,02,0164822,75,0,0,0,75,0
UR1US,US,000,02,0164826,75,0,0,0,75,0
UR1US,US,000,02,0164830,77,0,0,0,77,0
UR1US,US,000,02,0164834,100,0,0,0,100,0
UR1US,US,000,02,0164838,128,0,0,0,128,0
UR1US,US,000,02,0164842,237,0,0,0,237,0
UR1US,US,000,02,0164846,107,0,0,0,107,0
UR1US,US,000,02,0164850,133,0,0,0,133,0
UR1US,US,000,02,0164854,60,0,0,0,60,0
UR1US,US,000,02,0164858,48,0,0,0,48,0
UR1US,US,000,02,0164862,92,0,0,0,92,0
UR1US,US,000,02,0164866,105,0,0,0,105,0
UR1US,US,000,02,0164870,63,0,0,0,63,0
UR1US,US,000,02,0164874,33,0,0,0,33,0
UR1US,US,000,02,0164878,65,0,0,0,65,0
UR1US,US,000,02,0164882,1424,0,0,0,1424,0
UR1US,US,000,02,0164886,66,0,0,0,66,0
UR1US,US,000,02,0164893,42,0,0,0,42,0
UR1US,US,000,02,0164897,455,0,0,0,455,0
UR1US,US,000,02,0164901,1089,0,0,0,1089,0
UR1US,US,000,02,0164905,733,0,0,0,733,0
UR1US,US,000,02,0164909,572,0,0,0,572,0
UR1US,US,000,02,0164913,247,0,0,0,247,0
UR1US,US,000,02,0164917,1349,0,0,0,1349,0
UR1US,US,000,02,0164921,132,0,0,0,132,0
UR1US,US,000,02,0164925,462,0,0,0,462,0
UR1US,US,000,02,0164929,286,0,0,0,286,0
UR1US,US,000,02,0164933,456,0,0,0,456,0
UR1US,US,000,02,0164937,442,57,0,57,385,0
UR1US,US,000,02,0164941,4316,4300,0,4300,16,0
UR1US,US,000,02,0164945,842,0,0,0,842,0
UR1US,US,000,02,0164949,717,0,0,0,717,0
UR1US,US,000,02,0164953,182,0,0,0,182,0
UR1US,US,000,02,0164957,61,0,0,0,61,0
UR1US,US,000,02,0164961,185,0,0,0,185,0
UR1US,US,000,02,0164965,447,0,0,0,447,0
UR1US,US,000,02,0164969,405,0,0,0,405,0
UR1US,US,000,02,0164973,378,0,0,0,378,0
UR1US,US,000,02,0164977,3340,3329,0,3329,11,0
UR1US,US,000,02,0164981,443,0,0,0,443,0
UR1US,US,000,02,0164985,2521,0,0,0,2521,0
UR1US,US,000,02,0164989,247,0,0,0,247,0
UR1US,US,000,02,0164993,398,0,0,0,398,0
UR1US,US,000,02,0164997,722,0,0,0,722,0
UR1US,US,000,02,0165001,207,0,0,0,207,0
UR1US,US,000,02,0165008,48,0,0,0,48,0
UR1US,US,000,02,0165012,430,0,0,0,430,0
UR1US,US,000,02,0165016,721,0,0,0,721,0
UR1US,US,000,02,0165020,219,0,0,0,219,0
UR1US,US,000,02,0165024,119,0,0,0,119,0
UR1US,US,000,02,0165028,531,0,0,0,531,0
UR1US,US,000,02,0165032,192,0,0,0,192,0
UR1US,US,000,02,0165036,217,0,0,0,217,0
UR1US,US,000,02,0165040,1306,0,0,0,1306,0
UR1US,US,000,02,0165044,69,0,0,0,69,0
UR1US,US,000,02,0165048,313,0,0,0,313,0
UR1US,US,000,02,0165052,204,0,0,0,204,0
UR1US,US,000,02,0165056,490,0,0,0,490,0
UR1US,US,000,02,0165060,390,0,0,0,390,0
UR1US,US,000,02,0165064,711,0,0,0,711,0
UR1US,US,000,02,0165068,233,0,0,0,233,0
UR1US,US,000,02,0165072,871,756,0,756,115,0
UR1US,US,000,02,0165076,819,11,0,11,808,0
UR1US,US,000,02,0165080,602,0,0,0,602,0
UR1US,US,000,02,0165084,4022,3803,0,3803,219,0
UR1US,US,000,02,0165088,868,0,0,0,868,0
UR1US,US,000,02,0165092,468,0,0,0,468,0
UR1US,US,000,02,0165099,434,0,0,0,434,0
UR1US,US,000,02,0165103,525,0,0,0,525,0
UR1US,US,000,02,0165107,230,0,0,0,230,0
UR1US,US,000,02,0165111,2,0,0,0,2,0
UR1US,US,000,02,0165115,326,0,0,0,326,0
UR1US,US,000,02,0165119,550,0,0,0,550,0
UR1US,US,000,02,0165123,2256,0,0,0,2256,0
UR1US,US,000,02,0165127,513,0,0,0,513,0
UR1US,US,000,02,0165131,1203,0,0,0,1203,0
UR1US,US,000,02,0165135,443,0,0,0,443,0
UR1US,US,000,02,0165139,599,0,0,0,599,0
UR1US,US,000,02,0165143,460,1,0,1,459,0
UR1US,US,000,02,0165147,259,0,0,0,259,0
UR1US,US,000,02,0165151,229,0,0,0,229,0
UR1US,US,000,02,0165155,9410,9383,0,9383,27,0
UR1US,US,000,02,0165159,365,0,0,0,365,0
UR1US,US,000,02,0165163,1332,153,0,153,1179,0
UR1US,US,000,02,0165170,2886,0,0,0,2886,0
UR1US,US,000,02,0165174,3471,3471,3471,0,0,0
UR1US,US,000,02,0165178,1723,910,910,0,813,0
UR1US,US,000,02,0165182,870,870,870,0,0,0
UR1US,US,000,02,0165186,34589,32628,32477,151,1961,0
UR1US,US,000,02,0165190,1063,375,375,0,688,0
UR1US,US,000,02,0165194,1737,71,0,71,1666,0
UR1US,US,000,02,0165198,18375,15706,0,15706,2669,0
UR1US,US,000,02,0165202,4096,217,217,0,3879,0
UR1US,US,000,02,0165206,289,34,34,0,255,0
UR1US,US,000,02,0165210,0,0,0,0,0,0
UR1US,US,000,02,0165214,13332,10376,10376,0,2956,0
UR1US,US,000,02,0165218,8069,5716,5716,0,2353,0
UR1US,US,000,02,0165222,1796,1572,0,1572,224,0
UR1US,US,000,02,0165226,311,311,0,311,0,0
UR1US,US,000,02,0165230,1051,1049,0,1049,2,0
UR1US,US,000,02,0165234,686,686,686,0,0,0
UR1US,US,000,02,0165238,7676,7635,7635,0,41,0
UR1US,US,000,02,0165242,689,0,0,0,689,0
UR1US,US,000,02,0165246,2776,0,0,0,2776,0
UR1US,US,000,02,0165250,3435,3356,3356,0,79,0
UR1US,US,000,02,0165254,27378,27378,27378,0,0,0
UR1US,US,000,02,0165258,4339,4339,4339,0,0,0
UR1US,US,000,02,0165262,408,408,408,0,0,0
UR1US,US,000,02,0165266,368,262,0,262,106,0
UR1US,US,000,02,0165270,5279,5269,5269,0,10,0
UR1US,US,000,02,0165274,3936,0,0,0,3936,0
UR1US,US,000,02,0165278,18225,18225,18225,0,0,0
UR1US,US,000,02,0165282,2366,425,425,0,1941,0
UR1US,US,000,02,0165286,4046,911,911,0,3135,0
UR1US,US,000,02,0165290,403,403,403,0,0,0
UR1US,US,000,02,0165294,507,507,507,0,0,0
UR1US,US,000,02,0165298,61961,60572,60572,0,1389,0
UR1US,US,000,02,0165305,142,0,0,0,142,0
UR1US,US,000,02,0165309,240,0,0,0,240,0
UR1US,US,000,02,0165313,586,0,0,0,586,0
UR1US,US,000,02,0165317,213,0,0,0,213,0
UR1US,US,000,02,0165321,108,0,0,0,108,0
UR1US,US,000,02,0165325,209,0,0,0,209,0
UR1US,US,000,02,0165329,87,0,0,0,87,0
UR1US,US,000,02,0165333,250,0,0,0,250,0
UR1US,US,000,02,0165337,338,0,0,0,338,0
UR1US,US,000,02,0165341,2308,0,0,0,2308,0
UR1US,US,000,02,0165345,351,0,0,0,351,0
UR1US,US,000,02,0165349,287,0,0,0,287,0
UR1US,US,000,02,0165353,106,0,0,0,106,0
UR1US,US,000,02,0165357,170,0,0,0,170,0
UR1US,US,000,02,0165361,75,0,0,0,75,0
UR1US,US,000,02,0165365,294,0,0,0,294,0
UR1US,US,000,02,0165369,300,0,0,0,300,0
UR1US,US,000,02,0165373,4605,4585,0,4585,20,0
UR1US,US,000,02,0165377,260,0,0,0,260,0
UR1US,US,000,02,0165381,282,0,0,0,282,0
UR1US,US,000,02,0165388,133,0,0,0,133,0
UR1US,US,000,02,0165392,65,0,0,0,65,0
UR1US,US,000,02,0165396,145,0,0,0,145,0
UR1US,US,000,02,0165400,91,0,0,0,91,0
UR1US,US,000,02,0165404,158,0,0,0,158,0
UR1US,US,000,02,0165408,3386,3273,0,3273,113,0
UR1US,US,000,02,0165412,255,2,0,2,253,0
UR1US,US,000,02,0165416,158,0,0,0,158,0
UR1US,US,000,02,0165420,57,0,0,0,57,0
UR1US,US,000,02,0165424,53,0,0,0,53,0
UR1US,US,000,02,0165428,116,4,0,4,112,0
UR1US,US,000,02,0165432,97,0,0,0,97,0
UR1US,US,000,02,0165436,55,0,0,0,55,0
UR1US,US,000,02,0165440,116,0,0,0,116,0
UR1US,US,000,02,0165444,103,0,0,0,103,0
UR1US,US,000,02,0165448,81,0,0,0,81,0
UR1US,US,000,02,0165452,61,0,0,0,61,0
UR1US,US,000,02,0165456,48,0,0,0,48,0
UR1US,US,000,02,0165460,38,0,0,0,38,0
UR1US,US,000,02,0165464,85,0,0,0,85,0
UR1US,US,000,02,0165468,68,0,0,0,68,0
UR1US,US,000,02,0165472,60,0,0,0,60,0
UR1US,US,000,02,0165476,87,0,0,0,87,0
UR1US,US,000,02,0165480,196,0,0,0,196,0
UR1US,US,000,02,0165484,110,0,0,0,110,0
UR1US,US,000,02,0165488,274,0,0,0,274,0
UR1US,US,000,02,0165492,136,0,0,0,136,0
UR1US,US,000,02,0165496,69,0,0,0,69,0
UR1US,US,000,02,0165500,5,0,0,0,5,0
UR1US,US,000,02,0165504,142,0,0,0,142,0
UR1US,US,000,02,0165508,128,0,0,0,128,0
UR1US,US,000,02,0165515,493,0,0,0,493,0
UR1US,US,000,02,0165519,323,0,0,0,323,0
UR1US,US,000,02,0165523,456,0,0,0,456,0
UR1US,US,000,02,0165527,152,0,0,0,152,0
UR1US,US,000,02,0165531,311,0,0,0,311,0
UR1US,US,000,02,0165535,355,0,0,0,355,0
UR1US,US,000,02,0165539,4036,4034,0,4034,2,0
UR1US,US,000,02,0165543,357,0,0,0,357,0
UR1US,US,000,02,0165547,912,362,0,362,550,0
UR1US,US,000,02,0165551,181,39,0,39,142,0
UR1US,US,000,02,0165552,1175,106,0,106,1069,0
UR1US,US,000,02,0165556,0,0,0,0,0,0
UR1US,US,000,02,0165560,1620,0,0,0,1620,0
UR1US,US,000,02,0165564,50,0,0,0,50,0
UR1US,US,000,02,0165568,204,204,0,204,0,0
UR1US,US,000,02,0165572,273,0,0,0,273,0
UR1US,US,000,02,0165576,890,0,0,0,890,0
UR1US,US,000,02,0165580,490,0,0,0,490,0
UR1US,US,000,02,0165584,531,0,0,0,531,0
UR1US,US,000,02,0165588,699,0,0,0,699,0
UR1US,US,000,02,0165592,664,0,0,0,664,0
UR1US,US,000,02,0165596,701,176,0,176,525,0
UR1US,US,000,02,0165600,3735,2977,0,2977,758,0
UR1US,US,000,02,0165604,629,0,0,0,629,0
UR1US,US,000,02,0165608,618,0,0,0,618,0
UR1US,US,000,02,0165612,697,0,0,0,697,0
UR1US,US,000,02,0165616,291,0,0,0,291,0
UR1US,US,000,02,0165620,639,0,0,0,639,0
UR1US,US,000,02,0165624,651,0,0,0,651,0
UR1US,US,000,02,0165628,198,0,0,0,198,0
UR1US,US,000,02,0165632,1177,66,0,66,1111,0
UR1US,US,000,02,0165636,27592,25725,0,25725,1867,0
UR1US,US,000,02,0165640,361,0,0,0,361,0
UR1US,US,000,02,0165647,7044,6965,6965,0,79,0
UR1US,US,000,02,0165651,1255,0,0,0,1255,0
UR1US,US,000,02,0165655,3228,3223,0,3223,5,0
UR1US,US,000,02,0165659,15453,15397,0,15397,56,0
UR1US,US,000,02,0165663,1804,447,0,447,1357,0
UR1US,US,000,02,0165667,1302,128,0,128,1174,0
UR1US,US,000,02,0165671,1735,0,0,0,1735,0
UR1US,US,000,02,0165675,1306,0,0,0,1306,0
UR1US,US,000,02,0165679,2694,2686,0,2686,8,0
UR1US,US,000,02,0165683,1311,148,0,148,1163,0
UR1US,US,000,02,0165687,2322,0,0,0,2322,0
UR1US,US,000,02,0165691,54,54,54,0,0,0
UR1US,US,000,02,0165695,5464,5209,0,5209,255,0
UR1US,US,000,02,0165699,2760,46,0,46,2714,0
UR1US,US,000,02,0165703,1172,0,0,0,1172,0
UR1US,US,000,02,0165707,2329,2293,2293,0,36,0
UR1US,US,000,02,0165711,1962,0,0,0,1962,0
UR1US,US,000,02,0165715,2059,0,0,0,2059,0
UR1US,US,000,02,0165719,2048,0,0,0,2048,0
UR1US,US,000,02,0165723,2147,580,0,580,1567,0
UR1US,US,000,02,0165727,937,0,0,0,937,0
UR1US,US,000,02,0165731,12759,12550,0,12550,209,0
UR1US,US,000,02,0165735,3181,892,0,892,2289,0
UR1US,US,000,02,0165739,2847,2785,0,2785,62,0
UR1US,US,000,02,0165743,13571,11592,10883,709,1979,0
UR1US,US,000,02,0165747,3890,3872,0,3872,18,0
UR1US,US,000,02,0165751,3194,165,0,165,3029,0
UR1US,US,000,02,0165755,16399,13987,13987,0,2412,0
UR1US,US,000,02,0165759,256,0,0,0,256,0
UR1US,US,000,02,0165760,2079,0,0,0,2079,0
UR1US,US,000,02,0165764,187,0,0,0,187,0
UR1US,US,000,02,0165768,1521,39,0,39,1482,0
UR1US,US,000,02,0165772,959,0,0,0,959,0
UR1US,US,000,02,0165776,1032,0,0,0,1032,0
UR1US,US,000,02,0165780,1357,1090,0,1090,267,0
UR1US,US,000,02,0165784,1082,15,0,15,1067,0
UR1US,US,000,02,0165791,148,0,0,0,148,0
UR1US,US,000,02,0165795,1795,0,0,0,1795,0
UR1US,US,000,02,0165799,863,0,0,0,863,0
UR1US,US,000,02,0165803,278,0,0,0,278,0
UR1US,US,000,02,0165807,145,0,0,0,145,0
UR1US,US,000,02,0165811,129,0,0,0,129,0
UR1US,US,000,02,0165815,99,0,0,0,99,0
UR1US,US,000,02,0165819,192,0,0,0,192,0
UR1US,US,000,02,0165823,2044,2002,0,2002,42,0
UR1US,US,000,02,0165827,196,0,0,0,196,0
UR1US,US,000,02,0165831,304,0,0,0,304,0
UR1US,US,000,02,0165835,63,0,0,0,63,0
UR1US,US,000,02,0165839,193,0,0,0,193,0
UR1US,US,000,02,0165843,201,0,0,0,201,0
UR1US,US,000,02,0165847,429,0,0,0,429,0
UR1US,US,000,02,0165851,264,0,0,0,264,0
UR1US,US,000,02,0165855,191,0,0,0,191,0
UR1US,US,000,02,0165859,161,0,0,0,161,0
UR1US,US,000,02,0165863,210,0,0,0,210,0
UR1US,US,000,02,0165867,183,0,0,0,183,0
UR1US,US,000,02,0165871,219,0,0,0,219,0
UR1US,US,000,02,0165875,100,0,0,0,100,0
UR1US,US,000,02,0165879,199,0,0,0,199,0
UR1US,US,000,02,0165883,226,0,0,0,226,0
UR1US,US,000,02,0165887,432,0,0,0,432,0
UR1US,US,000,02,0165891,170,0,0,0,170,0
UR1US,US,000,02,0165895,181,0,0,0,181,0
UR1US,US,000,02,0165899,153,0,0,0,153,0
UR1US,US,000,02,0165903,439,0,0,0,439,0
UR1US,US,000,02,0165907,231,0,0,0,231,0
UR1US,US,000,02,0171760,529,529,0,529,0,0
UR1US,US,000,02,0171761,4361,4212,0,4212,149,0
UR1US,US,000,02,0171762,1069,80,0,80,989,0
UR1US,US,000,02,0171766,116,22,0,22,94,0
UR1US,US,000,02,0171767,4079,4079,0,4079,0,0
UR1US,US,000,02,0171768,2717,331,0,331,2386,0
UR1US,US,000,02,0171772,3577,3502,0,3502,75,0
UR1US,US,000,02,0171773,2484,0,0,0,2484,0
UR1US,US,000,02,0171777,778,778,0,778,0,0
UR1US,US,000,02,0171778,3258,3117,0,3117,141,0
UR1US,US,000,02,0171779,1372,401,0,401,971,0
UR1US,US,000,02,0171783,634,634,0,634,0,0
UR1US,US,000,02,0171784,517,517,0,517,0,0
UR1US,US,000,02,0171785,6806,2072,0,2072,4734,0
UR1US,US,000,02,0171792,3018,852,0,852,2166,0
UR1US,US,000,02,0171793,701,0,0,0,701,0
UR1US,US,000,02,0171794,3827,392,0,392,3435,0
UR1US,US,000,02,0171798,358,206,0,206,152,0
UR1US,US,000,02,0171799,1485,53,0,53,1432,0
UR1US,US,000,02,0171800,412,0,0,0,412,0
UR1US,US,000,02,0171801,4143,296,0,296,3847,0
UR1US,US,000,02,0171805,3641,3325,0,3325,316,0
UR1US,US,000,02,0171806,317,0,0,0,317,0
UR1US,US,000,02,0171807,3645,1,0,1,3644,0
UR1US,US,000,02,0171811,3067,3019,0,3019,48,0
UR1US,US,000,02,0171812,209,0,0,0,209,0
UR1US,US,000,02,0171813,4963,62,0,62,4901,0
UR1US,US,000,02,0171817,4489,4226,0,4226,263,0
UR1US,US,000,02,0171818,2782,37,0,37,2745,0
UR1US,US,000,02,0171825,316,0,0,0,316,0
UR1US,US,000,02,0171826,2198,0,0,0,2198,0
UR1US,US,000,02,0171830,251,0,0,0,251,0
UR1US,US,000,02,0171831,467,0,0,0,467,0
UR1US,US,000,02,0171832,2152,0,0,0,2152,0
UR1US,US,000,02,0171836,79,0,0,0,79,0
UR1US,US,000,02,0171837,493,0,0,0,493,0
UR1US,US,000,02,0171838,1399,0,0,0,1399,0
UR1US,US,000,02,0171842,410,0,0,0,410,0
UR1US,US,000,02,0171843,2849,0,0,0,2849,0
UR1US,US,000,02,0171847,2,0,0,0,2,0
UR1US,US,000,02,0171848,2515,0,0,0,2515,0
UR1US,US,000,02,0171855,1598,1402,0,1402,196,0
UR1US,US,000,02,0171856,2325,2,0,2,2323,0
UR1US,US,000,02,0171860,0,0,0,0,0,0
UR1US,US,000,02,0171861,1948,1841,0,1841,107,0
UR1US,US,000,02,0171862,135,0,0,0,135,0
UR1US,US,000,02,0171863,1600,38,0,38,1562,0
UR1US,US,000,02,0171867,2069,1995,0,1995,74,0
UR1US,US,000,02,0171868,2629,19,0,19,2610,0
UR1US,US,000,02,0171872,174,163,0,163,11,0
UR1US,US,000,02,0171873,134,0,0,0,134,0
UR1US,US,000,02,0171874,3043,0,0,0,3043,0
UR1US,US,000,02,0171878,418,0,0,0,418,0
UR1US,US,000,02,0171879,1613,1515,0,1515,98,0
UR1US,US,000,02,0171880,1878,8,0,8,1870,0
UR1US,US,000,02,0171887,10,0,0,0,10,0
UR1US,US,000,02,0171888,1762,0,0,0,1762,0
UR1US,US,000,02,0171892,1662,0,0,0,1662,0
UR1US,US,000,02,0171896,559,0,0,0,559,0
UR1US,US,000,02,0171897,167,0,0,0,167,0
UR1US,US,000,02,0171898,997,0,0,0,997,0
UR1US,US,000,02,0171902,0,0,0,0,0,0
UR1US,US,000,02,0171903,152,0,0,0,152,0
UR1US,US,000,02,0171904,1442,0,0,0,1442,0
UR1US,US,000,02,0171908,601,0,0,0,601,0
UR1US,US,000,02,0171909,1377,0,0,0,1377,0
UR1US,US,000,02,0171916,477,0,0,0,477,0
UR1US,US,000,02,0171917,348,0,0,0,348,0
UR1US,US,000,02,0171918,452,0,0,0,452,0
UR1US,US,000,02,0171919,274,0,0,0,274,0
UR1US,US,000,02,0171920,1873,0,0,0,1873,0
UR1US,US,000,02,0171921,2395,0,0,0,2395,0
UR1US,US,000,02,0171925,7187,6966,0,6966,221,0
UR1US,US,000,02,0171926,1123,253,0,253,870,0
UR1US,US,000,02,0171930,208,0,0,0,208,0
UR1US,US,000,02,0171931,423,0,0,0,423,0
UR1US,US,000,02,0171932,1533,0,0,0,1533,0
UR1US,US,000,02,0171933,2229,0,0,0,2229,0
UR1US,US,000,02,0171934,191,0,0,0,191,0
UR1US,US,000,02,0171935,1368,0,0,0,1368,0
UR1US,US,000,02,0171939,3664,3605,0,3605,59,0
UR1US,US,000,02,0171940,439,0,0,0,439,0
UR1US,US,000,02,0171941,668,566,0,566,102,0
UR1US,US,000,02,0171942,2250,1627,0,1627,623,0
UR1US,US,000,02,0171946,650,452,0,452,198,0
UR1US,US,000,02,0171947,1483,1483,0,1483,0,0
UR1US,US,000,02,0171948,1945,0,0,0,1945,0
UR1US,US,000,02,0171949,2965,770,0,770,2195,0
UR1US,US,000,02,0171956,500,0,0,0,500,0
UR1US,US,000,02,0171957,327,0,0,0,327,0
UR1US,US,000,02,0171958,506,0,0,0,506,0
UR1US,US,000,02,0171959,96,0,0,0,96,0
UR1US,US,000,02,0171960,1315,0,0,0,1315,0
UR1US,US,000,02,0171964,526,0,0,0,526,0
UR1US,US,000,02,0171965,106,0,0,0,106,0
UR1US,US,000,02,0171966,2274,0,0,0,2274,0
UR1US,US,000,02,0171970,913,0,0,0,913,0
UR1US,US,000,02,0171971,2081,0,0,0,2081,0
UR1US,US,000,02,0171975,154,0,0,0,154,0
UR1US,US,000,02,0171976,1447,0,0,0,1447,0
UR1US,US,000,02,0171977,290,0,0,0,290,0
UR1US,US,000,02,0171978,110,0,0,0,110,0
UR1US,US,000,02,0171979,999,0,0,0,999,0
UR1US,US,000,02,0171983,229,0,0,0,229,0
UR1US,US,000,02,0171984,1316,0,0,0,1316,0
UR1US,US,000,02,0171985,1773,0,0,0,1773,0
UR1US,US,000,02,0171992,473,0,0,0,473,0
UR1US,US,000,02,0171993,1761,0,0,0,1761,0
UR1US,US,000,02,0171997,0,0,0,0,0,0
UR1US,US,000,02,0171998,2475,0,0,0,2475,0
UR1US,US,000,02,0172002,2116,0,0,0,2116,0
UR1US,US,000,02,0172006,190,0,0,0,190,0
UR1US,US,000,02,0172007,57,0,0,0,57,0
