FILEID,STUSAB,CHARITER,CIFSN,LOGRECNO,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006
UR1US,US,000,02,0025101,38186,38186,38186,0,0,0
UR1US,US,000,02,0025102,64132,64132,64132,0,0,0
UR1US,US,000,02,0025103,5812,5812,5812,0,0,0
UR1US,US,000,02,0025104,565,565,565,0,0,0
UR1US,US,000,02,0025105,64234,63986,63986,0,248,0
UR1US,US,000,02,0025106,25833,25808,25808,0,25,0
UR1US,US,000,02,0025110,109960,109960,109960,0,0,0
UR1US,US,000,02,0025111,50043,50043,50043,0,0,0
UR1US,US,000,02,0025112,85186,85159,85159,0,27,0
UR1US,US,000,02,0025113,936,936,936,0,0,0
UR1US,US,000,02,0025117,147503,147316,147316,0,187,0
UR1US,US,000,02,0025118,61320,61311,61311,0,9,0
UR1US,US,000,02,0025119,0,0,0,0,0,0
UR1US,US,000,02,0025120,0,0,0,0,0,0
UR1US,US,000,02,0025121,11408,11408,11408,0,0,0
UR1US,US,000,02,0025122,120,70,70,0,50,0
UR1US,US,000,02,0025126,14866,14449,14449,0,417,0
UR1US,US,000,02,0025127,22980,22980,22980,0,0,0
UR1US,US,000,02,0025128,15944,15944,15944,0,0,0
UR1US,US,000,02,0025129,5971,5971,5971,0,0,0
UR1US,US,000,02,0025130,93305,93305,93305,0,0,0
UR1US,US,000,02,0025131,47853,47808,47808,0,45,0
UR1US,US,000,02,0025132,11226,11226,11226,0,0,0
UR1US,US,000,02,0025133,8592,8592,8592,0,0,0
UR1US,US,000,02,0025134,1173,687,687,0,486,0
UR1US,US,000,02,0025138,0,0,0,0,0,0
UR1US,US,000,02,0025139,53614,53614,53614,0,0,0
UR1US,US,000,02,0025140,630,630,630,0,0,0
UR1US,US,000,02,0025141,189992,189992,189992,0,0,0
UR1US,US,000,02,0025142,40,40,40,0,0,0
UR1US,US,000,02,0025143,8485,8485,8485,0,0,0
UR1US,US,000,02,0025144,22371,22371,22371,0,0,0
UR1US,US,000,02,0025145,971,971,971,0,0,0
UR1US,US,000,02,0025146,89136,89136,89136,0,0,0
UR1US,US,000,02,0025147,912,912,912,0,0,0
UR1US,US,000,02,0025151,0,0,0,0,0,0
UR1US,US,000,02,0025152,2628,630,630,0,1998,0
UR1US,US,000,02,0025156,47823,47823,47823,0,0,0
UR1US,US,000,02,0025157,33351,33351,33351,0,0,0
UR1US,US,000,02,0025158,11715,11466,11466,0,249,0
UR1US,US,000,02,0025159,22723,22602,22602,0,121,0
UR1US,US,000,02,0025160,30344,30344,30344,0,0,0
UR1US,US,000,02,0025161,62979,62979,62979,0,0,0
UR1US,US,000,02,0025162,16192,16192,16192,0,0,0
UR1US,US,000,02,0025163,0,0,0,0,0,0
UR1US,US,000,02,0025164,52296,52296,52296,0,0,0
UR1US,US,000,02,0025165,26001,26001,26001,0,0,0
UR1US,US,000,02,0025166,1124,1079,1079,0,45,0
UR1US,US,000,02,0025173,13330,13224,0,13224,106,0
UR1US,US,000,02,0025174,1166,788,691,97,378,0
UR1US,US,000,02,0025175,13022,13022,0,13022,0,0
UR1US,US,000,02,0025176,16950,7139,325,6814,9811,0
UR1US,US,000,02,0025180,610,0,0,0,610,0
UR1US,US,000,02,0025181,1963,1904,0,1904,59,0
UR1US,US,000,02,0025182,160,0,0,0,160,0
UR1US,US,000,02,0025183,2,0,0,0,2,0
UR1US,US,000,02,0025184,3217,2221,0,2221,996,0
UR1US,US,000,02,0025185,14399,3338,0,3338,11061,0
UR1US,US,000,02,0025189,1483,0,0,0,1483,0
UR1US,US,000,02,0025190,4663,0,0,0,4663,0
UR1US,US,000,02,0025194,524,464,0,464,60,0
UR1US,US,000,02,0025195,1215,0,0,0,1215,0
UR1US,US,000,02,0025196,3796,3677,0,3677,119,0
UR1US,US,000,02,0025197,1557,0,0,0,1557,0
UR1US,US,000,02,0025198,1433,928,0,928,505,0
UR1US,US,000,02,0025199,411,0,0,0,411,0
UR1US,US,000,02,0025200,1512,0,0,0,1512,0
UR1US,US,000,02,0025204,42819,42675,42675,0,144,0
UR1US,US,000,02,0025205,9552,9552,9552,0,0,0
UR1US,US,000,02,0025206,7002,6510,6510,0,492,0
UR1US,US,000,02,0025207,1238,0,0,0,1238,0
UR1US,US,000,02,0025208,5811,289,289,0,5522,0
UR1US,US,000,02,0025212,20402,18615,18615,0,1787,0
UR1US,US,000,02,0025213,0,0,0,0,0,0
UR1US,US,000,02,0025214,6430,5562,5562,0,868,0
UR1US,US,000,02,0025215,58,39,39,0,19,0
UR1US,US,000,02,0025216,831,734,734,0,97,0
UR1US,US,000,02,0025217,47422,47211,47211,0,211,0
UR1US,US,000,02,0025218,2464,2464,2464,0,0,0
UR1US,US,000,02,0025219,7616,4695,4695,0,2921,0
UR1US,US,000,02,0025223,109322,109322,109322,0,0,0
UR1US,US,000,02,0025224,6052,6020,6020,0,32,0
UR1US,US,000,02,0025231,0,0,0,0,0,0
UR1US,US,000,02,0025232,31,0,0,0,31,0
UR1US,US,000,02,0025233,2144,0,0,0,2144,0
UR1US,US,000,02,0025234,156,0,0,0,156,0
UR1US,US,000,02,0025235,537,0,0,0,537,0
UR1US,US,000,02,0025236,419,0,0,0,419,0
UR1US,US,000,02,0025237,356,0,0,0,356,0
UR1US,US,000,02,0025238,270,0,0,0,270,0
UR1US,US,000,02,0025239,33,0,0,0,33,0
UR1US,US,000,02,0025240,2,0,0,0,2,0
UR1US,US,000,02,0025241,9,0,0,0,9,0
UR1US,US,000,02,0025245,22,0,0,0,22,0
UR1US,US,000,02,0025246,0,0,0,0,0,0
UR1US,US,000,02,0025247,14,0,0,0,14,0
UR1US,US,000,02,0025248,4,0,0,0,4,0
UR1US,US,000,02,0025249,12,0,0,0,12,0
UR1US,US,000,02,0025250,82,0,0,0,82,0
UR1US,US,000,02,0025251,50,0,0,0,50,0
UR1US,US,000,02,0025255,39,0,0,0,39,0
UR1US,US,000,02,0025256,66,0,0,0,66,0
UR1US,US,000,02,0025257,150,0,0,0,150,0
UR1US,US,000,02,0025258,41,0,0,0,41,0
UR1US,US,000,02,0025259,737,0,0,0,737,0
UR1US,US,000,02,0025260,20,0,0,0,20,0
UR1US,US,000,02,0025261,159,0,0,0,159,0
UR1US,US,000,02,0025262,339,0,0,0,339,0
UR1US,US,000,02,0025263,109,0,0,0,109,0
UR1US,US,000,02,0025264,113,0,0,0,113,0
UR1US,US,000,02,0025265,71,0,0,0,71,0
UR1US,US,000,02,0025269,196,0,0,0,196,0
UR1US,US,000,02,0025270,1129,0,0,0,1129,0
UR1US,US,000,02,0025271,54,0,0,0,54,0
UR1US,US,000,02,0025272,140,0,0,0,140,0
UR1US,US,000,02,0025273,1082,0,0,0,1082,0
UR1US,US,000,02,0025277,432,0,0,0,432,0
UR1US,US,000,02,0025278,454,0,0,0,454,0
UR1US,US,000,02,0025279,705,548,0,548,157,0
UR1US,US,000,02,0025280,39,0,0,0,39,0
UR1US,US,000,02,0025281,297,0,0,0,297,0
UR1US,US,000,02,0025282,45,0,0,0,45,0
UR1US,US,000,02,0025283,161,0,0,0,161,0
UR1US,US,000,02,0025284,2104,1955,0,1955,149,0
UR1US,US,000,02,0025285,523,20,0,20,503,0
UR1US,US,000,02,0025289,10,0,0,0,10,0
UR1US,US,000,02,0025290,261,0,0,0,261,0
UR1US,US,000,02,0025291,2489,1523,0,1523,966,0
UR1US,US,000,02,0025292,236,0,0,0,236,0
UR1US,US,000,02,0025293,66,0,0,0,66,0
UR1US,US,000,02,0025294,26,0,0,0,26,0
UR1US,US,000,02,0025295,2,0,0,0,2,0
UR1US,US,000,02,0025296,464,0,0,0,464,0
UR1US,US,000,02,0025297,1728,1084,0,1084,644,0
UR1US,US,000,02,0025298,16,0,0,0,16,0
UR1US,US,000,02,0025299,1363,67,0,67,1296,0
UR1US,US,000,02,0025306,12821,11881,0,11881,940,0
UR1US,US,000,02,0025307,692,0,0,0,692,0
UR1US,US,000,02,0025308,1532,155,0,155,1377,0
UR1US,US,000,02,0025312,50934,50934,50934,0,0,0
UR1US,US,000,02,0025313,4958,4246,4246,0,712,0
UR1US,US,000,02,0025314,0,0,0,0,0,0
UR1US,US,000,02,0025315,20975,20698,20698,0,277,0
UR1US,US,000,02,0025316,48445,48358,48358,0,87,0
UR1US,US,000,02,0025317,1841,1823,1823,0,18,0
UR1US,US,000,02,0025318,17218,17004,17004,0,214,0
UR1US,US,000,02,0025319,5,5,5,0,0,0
UR1US,US,000,02,0025320,284,60,60,0,224,0
UR1US,US,000,02,0025324,7996,0,0,0,7996,0
UR1US,US,000,02,0025325,12,0,0,0,12,0
UR1US,US,000,02,0025326,204,0,0,0,204,0
UR1US,US,000,02,0025327,244,0,0,0,244,0
UR1US,US,000,02,0025328,1023,0,0,0,1023,0
UR1US,US,000,02,0025329,364,0,0,0,364,0
UR1US,US,000,02,0025333,7282,7282,7282,0,0,0
UR1US,US,000,02,0025334,40692,40216,40216,0,476,0
UR1US,US,000,02,0025335,6957,6957,6957,0,0,0
UR1US,US,000,02,0025336,76036,75266,75266,0,770,0
UR1US,US,000,02,0025337,728,0,0,0,728,0
UR1US,US,000,02,0025338,16492,16169,16169,0,323,0
UR1US,US,000,02,0025339,8577,7697,0,7697,880,0
UR1US,US,000,02,0025340,3477,3012,0,3012,465,0
UR1US,US,000,02,0025341,6854,3472,0,3472,3382,0
UR1US,US,000,02,0025342,2865,2332,2332,0,533,0
UR1US,US,000,02,0025343,2,2,2,0,0,0
UR1US,US,000,02,0025344,2926,1400,1400,0,1526,0
UR1US,US,000,02,0025345,7805,4859,4775,84,2946,0
UR1US,US,000,02,0025349,145478,145478,145478,0,0,0
UR1US,US,000,02,0025350,2608,2608,2608,0,0,0
UR1US,US,000,02,0025351,12013,12013,12013,0,0,0
UR1US,US,000,02,0025352,11570,11529,11529,0,41,0
UR1US,US,000,02,0025353,998,998,998,0,0,0
UR1US,US,000,02,0025354,1368,1368,1368,0,0,0
UR1US,US,000,02,0025355,144,112,112,0,32,0
UR1US,US,000,02,0025359,7,0,0,0,7,0
UR1US,US,000,02,0025360,3822,3815,0,3815,7,0
UR1US,US,000,02,0025361,25938,25299,0,25299,639,0
UR1US,US,000,02,0025362,7543,7219,0,7219,324,0
UR1US,US,000,02,0025363,64,0,0,0,64,0
UR1US,US,000,02,0025364,2406,56,0,56,2350,0
UR1US,US,000,02,0025365,7708,6141,6141,0,1567,0
UR1US,US,000,02,0025366,859,0,0,0,859,0
UR1US,US,000,02,0025367,3940,3056,0,3056,884,0
UR1US,US,000,02,0025371,1482,1482,1482,0,0,0
UR1US,US,000,02,0025372,6896,6893,6893,0,3,0
UR1US,US,000,02,0025373,5100,4881,4881,0,219,0
UR1US,US,000,02,0025374,48015,46530,46530,0,1485,0
UR1US,US,000,02,0025375,11541,10939,10939,0,602,0
UR1US,US,000,02,0025376,118,118,118,0,0,0
UR1US,US,000,02,0025377,22464,22146,22146,0,318,0
UR1US,US,000,02,0025378,2673,2350,2350,0,323,0
UR1US,US,000,02,0025379,10789,10743,10743,0,46,0
UR1US,US,000,02,0025380,1466,355,355,0,1111,0
UR1US,US,000,02,0025384,0,0,0,0,0,0
UR1US,US,000,02,0025385,17418,17187,17187,0,231,0
UR1US,US,000,02,0025386,75984,75512,75512,0,472,0
UR1US,US,000,02,0025387,44067,43855,43855,0,212,0
UR1US,US,000,02,0025388,14578,14299,14299,0,279,0
UR1US,US,000,02,0025389,4218,1791,1791,0,2427,0
UR1US,US,000,02,0025393,776,0,0,0,776,0
UR1US,US,000,02,0025394,3014,0,0,0,3014,0
UR1US,US,000,02,0025395,3874,0,0,0,3874,0
UR1US,US,000,02,0025396,1173,0,0,0,1173,0
UR1US,US,000,02,0025397,63,0,0,0,63,0
UR1US,US,000,02,0025398,36,0,0,0,36,0
UR1US,US,000,02,0025399,5910,0,0,0,5910,0
UR1US,US,000,02,0025403,0,0,0,0,0,0
UR1US,US,000,02,0025404,384,384,384,0,0,0
UR1US,US,000,02,0025405,53668,53624,53624,0,44,0
UR1US,US,000,02,0025406,20199,20199,20199,0,0,0
UR1US,US,000,02,0025407,21930,21930,21930,0,0,0
UR1US,US,000,02,0025408,0,0,0,0,0,0
UR1US,US,000,02,0025409,12672,12672,12672,0,0,0
UR1US,US,000,02,0025410,0,0,0,0,0,0
UR1US,US,000,02,0025411,34280,34280,34280,0,0,0
UR1US,US,000,02,0025412,5153,5153,5153,0,0,0
UR1US,US,000,02,0025413,386,373,373,0,13,0
UR1US,US,000,02,0025417,0,0,0,0,0,0
UR1US,US,000,02,0025418,112,0,0,0,112,0
UR1US,US,000,02,0025419,0,0,0,0,0,0
UR1US,US,000,02,0025420,5291,3248,3248,0,2043,0
UR1US,US,000,02,0025421,11240,11012,11012,0,228,0
UR1US,US,000,02,0025422,1278,1278,1278,0,0,0
UR1US,US,000,02,0025423,71,2,2,0,69,0
UR1US,US,000,02,0025424,4131,3986,3986,0,145,0
UR1US,US,000,02,0025425,2304,114,114,0,2190,0
UR1US,US,000,02,0025429,352,0,0,0,352,0
UR1US,US,000,02,0025430,23067,22765,22765,0,302,0
UR1US,US,000,02,0025431,20,0,0,0,20,0
UR1US,US,000,02,0025432,1349,1349,1349,0,0,0
UR1US,US,000,02,0025433,2062,1077,1077,0,985,0
UR1US,US,000,02,0025434,103466,102495,102495,0,971,0
UR1US,US,000,02,0025435,100097,100041,100041,0,56,0
UR1US,US,000,02,0025436,21135,20392,20392,0,743,0
UR1US,US,000,02,0025437,31391,17090,17090,0,14301,0
UR1US,US,000,02,0025441,25934,25934,25934,0,0,0
UR1US,US,000,02,0025442,0,0,0,0,0,0
UR1US,US,000,02,0025446,259,259,259,0,0,0
UR1US,US,000,02,0025447,42647,41653,41653,0,994,0
UR1US,US,000,02,0025448,1070,0,0,0,1070,0
UR1US,US,000,02,0025452,9079,9027,9027,0,52,0
UR1US,US,000,02,0025453,9192,8163,8163,0,1029,0
UR1US,US,000,02,0025454,1805,1700,1700,0,105,0
UR1US,US,000,02,0025455,2653,2651,2651,0,2,0
UR1US,US,000,02,0025456,5969,5884,5884,0,85,0
UR1US,US,000,02,0025457,2457,2429,2429,0,28,0
UR1US,US,000,02,0025458,599,121,121,0,478,0
UR1US,US,000,02,0025459,2104,1876,1876,0,228,0
UR1US,US,000,02,0025460,3067,2605,2605,0,462,0
UR1US,US,000,02,0025461,7270,6130,6130,0,1140,0
UR1US,US,000,02,0025462,75457,74568,74568,0,889,0
UR1US,US,000,02,0025463,57921,57140,57140,0,781,0
UR1US,US,000,02,0025464,6447,5908,5908,0,539,0
UR1US,US,000,02,0025465,68386,67813,67813,0,573,0
UR1US,US,000,02,0025466,1684,1594,1594,0,90,0
UR1US,US,000,02,0025467,132,16,16,0,116,0
UR1US,US,000,02,0025468,3,0,0,0,3,0
UR1US,US,000,02,0025469,252,229,229,0,23,0
UR1US,US,000,02,0025470,2534,1874,1874,0,660,0
UR1US,US,000,02,0025471,5587,1897,1897,0,3690,0
UR1US,US,000,02,0025475,598,598,598,0,0,0
UR1US,US,000,02,0025476,3988,3974,3974,0,14,0
UR1US,US,000,02,0025477,1159,540,540,0,619,0
UR1US,US,000,02,0025478,135444,134761,134761,0,683,0
UR1US,US,000,02,0025479,131,131,131,0,0,0
UR1US,US,000,02,0025480,301225,301220,301220,0,5,0
UR1US,US,000,02,0025481,10216,10216,10216,0,0,0
UR1US,US,000,02,0025482,3369,2102,2102,0,1267,0
UR1US,US,000,02,0025486,29603,29023,29023,0,580,0
UR1US,US,000,02,0025487,36877,36373,36373,0,504,0
UR1US,US,000,02,0025488,2535,0,0,0,2535,0
UR1US,US,000,02,0025489,7879,7195,7195,0,684,0
UR1US,US,000,02,0025490,6362,5806,5806,0,556,0
UR1US,US,000,02,0025491,0,0,0,0,0,0
UR1US,US,000,02,0025492,0,0,0,0,0,0
UR1US,US,000,02,0025493,3347,954,954,0,2393,0
UR1US,US,000,02,0025500,61521,59720,59720,0,1801,0
UR1US,US,000,02,0025501,17995,17995,17995,0,0,0
UR1US,US,000,02,0025502,23864,23364,23364,0,500,0
UR1US,US,000,02,0025503,10483,10305,10305,0,178,0
UR1US,US,000,02,0025507,72163,72163,72163,0,0,0
UR1US,US,000,02,0025508,0,0,0,0,0,0
UR1US,US,000,02,0025512,1195,0,0,0,1195,0
UR1US,US,000,02,0025513,23647,23616,0,23616,31,0
UR1US,US,000,02,0025514,1184,172,0,172,1012,0
UR1US,US,000,02,0025515,5363,0,0,0,5363,0
UR1US,US,000,02,0025516,5640,1124,0,1124,4516,0
UR1US,US,000,02,0025520,355,0,0,0,355,0
UR1US,US,000,02,0025521,804,0,0,0,804,0
UR1US,US,000,02,0025522,1542,0,0,0,1542,0
UR1US,US,000,02,0025523,2590,0,0,0,2590,0
UR1US,US,000,02,0025527,0,0,0,0,0,0
UR1US,US,000,02,0025528,7912,7912,7912,0,0,0
UR1US,US,000,02,0025529,10802,10802,10802,0,0,0
UR1US,US,000,02,0025530,4451,3968,3968,0,483,0
UR1US,US,000,02,0025531,64776,63580,63580,0,1196,0
UR1US,US,000,02,0025532,22681,22681,22681,0,0,0
UR1US,US,000,02,0025533,246,109,109,0,137,0
UR1US,US,000,02,0025537,45770,45770,45770,0,0,0
UR1US,US,000,02,0025538,92186,92186,92186,0,0,0
UR1US,US,000,02,0025539,61762,61762,61762,0,0,0
UR1US,US,000,02,0025540,83301,83301,83301,0,0,0
UR1US,US,000,02,0025541,91494,91103,91103,0,391,0
UR1US,US,000,02,0025542,5492,4680,4680,0,812,0
UR1US,US,000,02,0025543,30912,30912,30912,0,0,0
UR1US,US,000,02,0025544,29518,29500,29500,0,18,0
UR1US,US,000,02,0025545,40,40,40,0,0,0
UR1US,US,000,02,0025546,33121,33121,33121,0,0,0
UR1US,US,000,02,0025547,155,49,49,0,106,0
UR1US,US,000,02,0025548,38,38,38,0,0,0
UR1US,US,000,02,0025549,5800,5800,5800,0,0,0
UR1US,US,000,02,0025550,271,0,0,0,271,0
UR1US,US,000,02,0025551,13729,13729,13729,0,0,0
UR1US,US,000,02,0025552,743,743,743,0,0,0
UR1US,US,000,02,0025553,42694,42694,42694,0,0,0
UR1US,US,000,02,0025554,33960,33960,33960,0,0,0
UR1US,US,000,02,0025555,14670,14670,14670,0,0,0
UR1US,US,000,02,0025556,15106,15106,15106,0,0,0
UR1US,US,000,02,0025557,0,0,0,0,0,0
UR1US,US,000,02,0025558,466488,466470,466470,0,18,0
UR1US,US,000,02,0025559,972,532,532,0,440,0
UR1US,US,000,02,0025560,4568,478,478,0,4090,0
UR1US,US,000,02,0025564,0,0,0,0,0,0
UR1US,US,000,02,0025565,5488,5376,0,5376,112,0
UR1US,US,000,02,0025566,1296,0,0,0,1296,0
UR1US,US,000,02,0025573,34884,34819,0,34819,65,0
UR1US,US,000,02,0025574,3016,2956,0,2956,60,0
UR1US,US,000,02,0025575,476,274,0,274,202,0
UR1US,US,000,02,0025576,10122,3871,0,3871,6251,0
UR1US,US,000,02,0025580,720,0,0,0,720,0
UR1US,US,000,02,0025584,1292,0,0,0,1292,0
UR1US,US,000,02,0025585,44,44,0,44,0,0
UR1US,US,000,02,0025586,1862,0,0,0,1862,0
UR1US,US,000,02,0025587,2853,38,0,38,2815,0
UR1US,US,000,02,0025594,22639,21692,0,21692,947,0
UR1US,US,000,02,0025595,3543,3468,0,3468,75,0
UR1US,US,000,02,0025596,5623,5394,0,5394,229,0
UR1US,US,000,02,0025597,9452,3813,0,3813,5639,0
UR1US,US,000,02,0025601,12304,10877,0,10877,1427,0
UR1US,US,000,02,0025602,5019,4988,0,4988,31,0
UR1US,US,000,02,0025603,128,119,119,0,9,0
UR1US,US,000,02,0025604,200,0,0,0,200,0
UR1US,US,000,02,0025605,4862,4616,0,4616,246,0
UR1US,US,000,02,0025606,0,0,0,0,0,0
UR1US,US,000,02,0025607,3122,203,0,203,2919,0
UR1US,US,000,02,0025611,10770,10302,0,10302,468,0
UR1US,US,000,02,0025612,11,0,0,0,11,0
UR1US,US,000,02,0025613,12424,11873,0,11873,551,0
UR1US,US,000,02,0025614,1061,679,679,0,382,0
UR1US,US,000,02,0025615,491,32,32,0,459,0
UR1US,US,000,02,0025619,142,115,115,0,27,0
UR1US,US,000,02,0025620,701,0,0,0,701,0
UR1US,US,000,02,0025621,115,99,99,0,16,0
UR1US,US,000,02,0025622,116,47,47,0,69,0
UR1US,US,000,02,0025623,4525,3993,0,3993,532,0
UR1US,US,000,02,0025624,1253,71,39,32,1182,0
UR1US,US,000,02,0025628,1327,93,0,93,1234,0
UR1US,US,000,02,0025629,172,0,0,0,172,0
UR1US,US,000,02,0025630,4844,4539,0,4539,305,0
UR1US,US,000,02,0025631,663,24,0,24,639,0
UR1US,US,000,02,0025635,735,0,0,0,735,0
UR1US,US,000,02,0025636,8845,8845,0,8845,0,0
UR1US,US,000,02,0025637,3116,0,0,0,3116,0
UR1US,US,000,02,0025641,77983,77578,77578,0,405,0
UR1US,US,000,02,0025642,74799,71293,71293,0,3506,0
UR1US,US,000,02,0025643,22118,22118,22118,0,0,0
UR1US,US,000,02,0025644,36664,36664,36664,0,0,0
UR1US,US,000,02,0025645,153216,151750,151750,0,1466,0
UR1US,US,000,02,0025646,160693,160564,160564,0,129,0
UR1US,US,000,02,0025647,3255,3255,3255,0,0,0
UR1US,US,000,02,0025648,73732,73732,73732,0,0,0
UR1US,US,000,02,0025649,13138,13129,13129,0,9,0
UR1US,US,000,02,0025653,23851,23851,23851,0,0,0
UR1US,US,000,02,0025654,52154,52154,52154,0,0,0
UR1US,US,000,02,0025655,173809,173809,173809,0,0,0
UR1US,US,000,02,0025656,12040,12040,12040,0,0,0
UR1US,US,000,02,0025657,52976,52798,52798,0,178,0
UR1US,US,000,02,0025658,23261,22906,22906,0,355,0
UR1US,US,000,02,0025659,8675,8363,8363,0,312,0
UR1US,US,000,02,0025660,10644,10589,10589,0,55,0
UR1US,US,000,02,0025661,10708,10708,10708,0,0,0
UR1US,US,000,02,0025662,4461,4461,4461,0,0,0
UR1US,US,000,02,0025663,68668,67743,67743,0,925,0
UR1US,US,000,02,0025664,99171,99171,99171,0,0,0
UR1US,US,000,02,0025665,208863,208651,208651,0,212,0
UR1US,US,000,02,0025666,404,296,296,0,108,0
UR1US,US,000,02,0025667,57462,55429,55429,0,2033,0
UR1US,US,000,02,0025671,1739,0,0,0,1739,0
UR1US,US,000,02,0025672,435,166,0,166,269,0
UR1US,US,000,02,0025676,3032,0,0,0,3032,0
UR1US,US,000,02,0025677,7414,4845,0,4845,2569,0
UR1US,US,000,02,0025678,495,0,0,0,495,0
UR1US,US,000,02,0025679,3552,0,0,0,3552,0
UR1US,US,000,02,0025680,25048,21279,0,21279,3769,0
UR1US,US,000,02,0025681,20700,17889,0,17889,2811,0
UR1US,US,000,02,0025682,9619,1071,0,1071,8548,0
UR1US,US,000,02,0025686,31765,31381,31381,0,384,0
UR1US,US,000,02,0025687,69135,67458,67458,0,1677,0
UR1US,US,000,02,0025688,90162,89247,89247,0,915,0
UR1US,US,000,02,0025689,5316,0,0,0,5316,0
UR1US,US,000,02,0025690,3130,3130,3130,0,0,0
UR1US,US,000,02,0025691,8879,7195,7195,0,1684,0
UR1US,US,000,02,0025692,14304,6246,312,5934,8058,0
UR1US,US,000,02,0025693,7272,695,0,695,6577,0
UR1US,US,000,02,0025694,8220,8220,8220,0,0,0
UR1US,US,000,02,0025695,115903,115342,115342,0,561,0
UR1US,US,000,02,0025696,16355,6169,6169,0,10186,0
UR1US,US,000,02,0025700,45,0,0,0,45,0
UR1US,US,000,02,0025701,438,0,0,0,438,0
UR1US,US,000,02,0025702,79,63,63,0,16,0
UR1US,US,000,02,0025703,50963,49523,49523,0,1440,0
UR1US,US,000,02,0025704,262,0,0,0,262,0
UR1US,US,000,02,0025711,14236,12081,12081,0,2155,0
UR1US,US,000,02,0025712,799,129,129,0,670,0
UR1US,US,000,02,0025716,3429,0,0,0,3429,0
UR1US,US,000,02,0025717,1011,0,0,0,1011,0
UR1US,US,000,02,0025721,5200,5005,5005,0,195,0
UR1US,US,000,02,0025722,10616,10616,10616,0,0,0
UR1US,US,000,02,0025723,21636,16156,16156,0,5480,0
UR1US,US,000,02,0025727,3979,1661,1661,0,2318,0
UR1US,US,000,02,0025728,30534,29962,29962,0,572,0
UR1US,US,000,02,0025729,1648,0,0,0,1648,0
UR1US,US,000,02,0025730,11143,7349,6967,382,3794,0
UR1US,US,000,02,0025734,3627,3627,3627,0,0,0
UR1US,US,000,02,0025735,6163,4361,4361,0,1802,0
UR1US,US,000,02,0025736,114,114,114,0,0,0
UR1US,US,000,02,0025737,0,0,0,0,0,0
UR1US,US,000,02,0025738,9054,3685,3685,0,5369,0
UR1US,US,000,02,0025742,1423,0,0,0,1423,0
UR1US,US,000,02,0025743,57,0,0,0,57,0
UR1US,US,000,02,0025744,1510,0,0,0,1510,0
UR1US,US,000,02,0025745,2288,289,289,0,1999,0
UR1US,US,000,02,0025749,315,0,0,0,315,0
UR1US,US,000,02,0025750,2684,0,0,0,2684,0
UR1US,US,000,02,0025751,561,0,0,0,561,0
UR1US,US,000,02,0025752,656,0,0,0,656,0
UR1US,US,000,02,0025753,3373,0,0,0,3373,0
UR1US,US,000,02,0025757,3,3,3,0,0,0
UR1US,US,000,02,0025758,96629,96629,96629,0,0,0
UR1US,US,000,02,0025759,0,0,0,0,0,0
UR1US,US,000,02,0025760,143901,143830,143830,0,71,0
UR1US,US,000,02,0025761,4437,4437,4437,0,0,0
UR1US,US,000,02,0025762,167086,166749,166749,0,337,0
UR1US,US,000,02,0025763,180,0,0,0,180,0
UR1US,US,000,02,0025764,79711,79444,79444,0,267,0
UR1US,US,000,02,0025765,180,0,0,0,180,0
UR1US,US,000,02,0025766,93834,93824,93824,0,10,0
UR1US,US,000,02,0025767,41890,36481,36481,0,5409,0
UR1US,US,000,02,0025771,1502,0,0,0,1502,0
UR1US,US,000,02,0025772,4765,0,0,0,4765,0
UR1US,US,000,02,0025776,184,0,0,0,184,0
UR1US,US,000,02,0025777,7274,2118,0,2118,5156,0
UR1US,US,000,02,0025781,86,0,0,0,86,0
UR1US,US,000,02,0025782,20292,16116,0,16116,4176,0
UR1US,US,000,02,0025783,15,0,0,0,15,0
UR1US,US,000,02,0025784,10109,9513,0,9513,596,0
UR1US,US,000,02,0025785,4368,284,0,284,4084,0
UR1US,US,000,02,0025789,12538,12538,12538,0,0,0
UR1US,US,000,02,0025790,15379,15379,15379,0,0,0
UR1US,US,000,02,0025791,8699,8699,8699,0,0,0
UR1US,US,000,02,0025792,18762,18762,18762,0,0,0
UR1US,US,000,02,0025793,240289,238432,238432,0,1857,0
UR1US,US,000,02,0025794,18912,18912,18912,0,0,0
UR1US,US,000,02,0025795,2593,1886,1886,0,707,0
UR1US,US,000,02,0025796,4161,4161,4161,0,0,0
UR1US,US,000,02,0025797,99478,99478,99478,0,0,0
UR1US,US,000,02,0025798,59518,59404,59404,0,114,0
UR1US,US,000,02,0025799,5313,5120,5120,0,193,0
UR1US,US,000,02,0025800,3148,3148,3148,0,0,0
UR1US,US,000,02,0025801,3035,3035,3035,0,0,0
UR1US,US,000,02,0025802,3841,2892,2892,0,949,0
UR1US,US,000,02,0025803,26324,26324,26324,0,0,0
UR1US,US,000,02,0025804,20648,20602,20602,0,46,0
UR1US,US,000,02,0025805,57065,57065,57065,0,0,0
UR1US,US,000,02,0025806,34169,34169,34169,0,0,0
UR1US,US,000,02,0025807,25320,25320,25320,0,0,0
UR1US,US,000,02,0025808,58582,58582,58582,0,0,0
UR1US,US,000,02,0025809,47725,45663,45663,0,2062,0
UR1US,US,000,02,0025810,21094,21094,21094,0,0,0
UR1US,US,000,02,0025811,3117,3096,3096,0,21,0
